Symbol,Name,Sector,Status,Entry Date,Exit Date,Entry Price,Exit Price,Direction,Weight,Size,PnL,Return
URBN,Urban Outfitters Inc Common,Consumer Discretionary,Closed,2025-01-15T00:00:00.000,2025-01-16T00:00:00.000,54.619998931884766,53.209999084472656,Long,0.05,188.0149658720494,-265.1010731907827,-0.0258147175940169
TGT,Target Corp Common,Consumer Staples,Closed,2025-01-15T00:00:00.000,2025-01-16T00:00:00.000,133.3924102783203,132.1232452392578,Long,0.05,76.98621843388885,-97.70821692592108,-0.009514522126217076
SMPL,Simply Good Foods Co Common,Consumer Staples,Closed,2025-01-13T00:00:00.000,2025-01-16T00:00:00.000,34.470001220703125,33.310001373291016,Long,0.05,289.6152347184306,-335.9536280816028,-0.03365244578858333
OLLI,Ollie's Bargain Outlet Holdings Inc Common,Consumer Discretionary,Closed,2025-01-15T00:00:00.000,2025-01-16T00:00:00.000,97.0,104.4800033569336,Long,0.05,105.86986840319267,791.9069710539989,0.07711343666941849
LULU,Lululemon Athletica Inc Common,Consumer Discretionary,Closed,2025-01-15T00:00:00.000,2025-01-16T00:00:00.000,376.6600036621094,370.989990234375,Long,0.05,27.264315656732286,-154.5890358716606,-0.015053399279475336
KRG,Kite Realty Group Trust Common,Real Estate,Closed,2025-01-13T00:00:00.000,2025-01-16T00:00:00.000,22.126924514770508,22.64331817626953,Long,0.05,451.17148963085646,232.98209749444686,0.02333779650011066
JHG,Janus Henderson Group PLC Common,Financials,Closed,2025-01-13T00:00:00.000,2025-01-16T00:00:00.000,39.843177795410156,41.264747619628906,Long,0.05,250.55826484373816,356.1860685104675,0.03567912759163779
HLVX,Hillevax Inc Common,Health Care,Closed,2025-01-15T00:00:00.000,2025-01-16T00:00:00.000,1.909999966621399,1.8899999856948853,Long,0.05,5376.637389829489,-107.53264524537008,-0.010471194385354713
FIVN,Five9 Inc Common,Information Technology,Closed,2025-01-14T00:00:00.000,2025-01-16T00:00:00.000,37.459999084472656,36.599998474121094,Long,0.05,269.8087539036651,-232.0356930353464,-0.022957838530968794
EVI,EVI Industries Inc Common,Industrials,Closed,2025-01-15T00:00:00.000,2025-01-16T00:00:00.000,16.979999542236328,16.899999618530273,Long,0.05,604.7925507633538,-48.383357919057744,-0.004711420839974719
DLTR,Dollar Tree Inc Common,Consumer Staples,Closed,2025-01-14T00:00:00.000,2025-01-16T00:00:00.000,70.16999816894531,71.08000183105469,Long,0.05,144.03642493875694,131.07367417141177,0.012968557586654113
BOOT,Boot Barn Holdings Inc Common,Consumer Discretionary,Closed,2025-01-14T00:00:00.000,2025-01-16T00:00:00.000,150.0800018310547,153.27000427246094,Long,0.05,67.34432003533362,214.82854532755846,0.02125534649844452
BA,Boeing Co Common,Industrials,Closed,2025-01-14T00:00:00.000,2025-01-16T00:00:00.000,167.02000427246094,168.92999267578125,Long,0.05,60.513922977311886,115.58089112608468,0.011435686471451293
AAP,Advance Auto Parts Inc Common,Consumer Discretionary,Closed,2025-01-15T00:00:00.000,2025-01-16T00:00:00.000,44.02519226074219,45.3746223449707,Long,0.05,233.26138303470898,314.76992775578765,0.030651316097302327
XYZ,Block Inc Class A Common,Financials,Closed,2025-01-13T00:00:00.000,2025-01-15T00:00:00.000,82.01000213623047,84.79000091552734,Long,0.05,121.72951145270375,338.407893242922,0.03389828931694088
RYTM,Rhythm Pharmaceuticals Inc Common,Health Care,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,53.939998626708984,53.65999984741211,Long,0.05,187.37552709557158,-52.46491885686737,-0.005190930412041652
ON,ON Semiconductor Corp Common,Information Technology,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,55.18000030517578,55.22999954223633,Long,0.05,183.16483541711727,9.158102027176938,0.0009061115763687198
NATL,NCR Atleos Corp Common,Financials,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,31.23999977111816,32.7599983215332,Long,0.05,323.52867311984124,491.7631141598613,0.048655523737241024
MPX,Marine Products Corp Common,Consumer Discretionary,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,8.492376327514648,8.783211708068848,Long,0.05,1190.1304516461407,346.13204281364597,0.034246643028749746
LNKB,LINKBANCORP Inc Common,Financials,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,6.873424053192139,7.088830471038818,Long,0.05,1470.451349428982,316.7446577983137,0.03133902639786083
LMNR,Limoneira Co Common,Consumer Staples,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,22.509273529052734,23.262556076049805,Long,0.05,449.01652028746486,338.23630804590357,0.033465431304338135
KSS,Kohls Corp Common,Consumer Discretionary,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,12.347699165344238,12.464369773864746,Long,0.05,818.5359506150741,95.4990874541727,0.009448773164798334
GKOS,Glaukos Corp Common,Health Care,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,147.9499969482422,149.77000427246094,Long,0.05,68.31386199858983,124.33172918310265,0.012301502952078143
EP,Empire Petroleum Corp Common,Energy,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,6.449999809265137,7.0,Long,0.05,1566.9823214096375,861.8405756534594,0.08527134992233837
DUOL,Duolingo Inc Class A Common,Consumer Discretionary,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,312.5199890136719,319.9800109863281,Long,0.05,32.34044550594122,241.26043407981342,0.023870543436918818
BJRI,BJ's Restaurants Inc Common,Consumer Discretionary,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,34.5099983215332,34.279998779296875,Long,0.05,292.872679391222,-67.36058219350707,-0.00666472191894638
ABNB,Airbnb Inc Class A Common,Consumer Discretionary,Closed,2025-01-14T00:00:00.000,2025-01-15T00:00:00.000,127.5999984741211,132.52000427246094,Long,0.05,79.20874447552472,389.7074820988,0.03855803963303083
WT,WisdomTree Inc Common,Financials,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,9.232260704040527,9.34157657623291,Long,0.05,1081.3210127297878,118.20554962650749,0.011840639654439183
WAFD,WaFd Inc Common,Financials,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,29.81363677978516,30.77568244934082,Long,0.05,334.8480283709442,322.13909565351787,0.032268645273359146
VALU,Value Line Inc Common,Financials,Closed,2025-01-10T00:00:00.000,2025-01-14T00:00:00.000,47.74612808227539,48.3370475769043,Long,0.05,205.8233053720408,121.62500359329715,0.012376280933411851
STC,Stewart Information Services Corp Common,Financials,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,58.66292190551757,60.36715316772461,Long,0.05,170.17627438260223,290.0197268887532,0.029051250889818775
NODK,NI Holdings Inc Common,Financials,Closed,2025-01-10T00:00:00.000,2025-01-14T00:00:00.000,14.600000381469727,14.65999984741211,Long,0.05,673.100386564611,40.38566371948764,0.004109552354432352
KKR,KKR & Co Inc Common,Financials,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,140.85153198242188,143.2447509765625,Long,0.05,70.87631461136255,169.62254236260014,0.01699107535755667
INFA,Informatica Inc Class A Common,Information Technology,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,24.15999984741211,24.690000534057617,Long,0.05,413.2051969092978,218.99903808742056,0.021937114652021812
IDYA,IDEAYA Biosciences Inc Common,Health Care,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,22.969999313354492,22.739999771118164,Long,0.05,434.61200664792807,-99.96056257943565,-0.010013040884272448
HFFG,Hf Foods Group Inc Common,Consumer Staples,Closed,2025-01-10T00:00:00.000,2025-01-14T00:00:00.000,2.9000000953674316,2.950000047683716,Long,0.05,3388.7122680820535,169.4354518177097,0.017241362300696443
CABO,Cable One Inc Common,Communication Services,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,321.0768127441406,334.23388671875,Long,0.05,31.09236512271535,409.0845479651307,0.040977963690869146
BEN,Franklin Resources Inc Common,Financials,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,18.42030143737793,18.827701568603516,Long,0.05,541.958421702114,220.79393212025207,0.02211690903162423
AUPH,Aurinia Pharmaceuticals Inc Common,Health Care,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,7.769999980926515,7.550000190734863,Long,0.05,1284.818213485777,-282.65973740128175,-0.02831400138117077
ASTE,Astec Industries Inc Common,Industrials,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,31.09941291809082,32.241676330566406,Long,0.05,321.0040498375871,366.6711813859656,0.03672942043903091
APO,Apollo Global Management Inc Common,Financials,Closed,2025-01-13T00:00:00.000,2025-01-14T00:00:00.000,153.8135223388672,158.31466674804688,Long,0.05,64.90351005865958,292.1400714366737,0.029263645619292213
VABK,Virginia National Bankshares Corp Common,Financials,Closed,2025-01-08T00:00:00.000,2025-01-13T00:00:00.000,34.1146240234375,33.95759582519531,Long,0.05,292.5234483368108,-45.93443003592256,-0.004602958488837834
TCI,Transcontinental Realty Investors Inc Common,Real Estate,Closed,2025-01-07T00:00:00.000,2025-01-13T00:00:00.000,28.200000762939453,27.889999389648438,Long,0.05,355.3838659531038,-110.1694864909332,-0.010992956202271557
STRS,Stratus Properties Inc Common,Real Estate,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,18.540000915527344,18.700000762939453,Long,0.03730907491382507,395.5190739790057,63.2829914852191,0.00862998055615559
SEVN,Seven Hills Realty Trust Common,Financials,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,11.61369800567627,11.736743927001953,Long,0.05,846.1788739303881,104.11885914909362,0.010594895894963307
SAMG,Silvercrest Asset Management Group Inc Class A Common,Financials,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,17.20941162109375,17.082656860351562,Long,0.05,571.040202708927,-72.38206426854049,-0.007365432562890368
RM,Regional Management Corp Common,Financials,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,30.828271865844727,31.760379791259766,Long,0.012690925086174532,80.91085733854904,75.41765137738685,0.030235490638959136
PLBC,Plumas Bancorp Common,Financials,Closed,2025-01-08T00:00:00.000,2025-01-13T00:00:00.000,43.008575439453125,43.51177215576172,Long,0.05,232.03110905401886,116.75729215742285,0.011699915916001084
PBFS,Pioneer Bancorp Inc Common,Financials,Closed,2025-01-06T00:00:00.000,2025-01-13T00:00:00.000,11.199999809265137,10.850000381469727,Long,0.05,901.8392958534233,-315.64323751211305,-0.031249949442487872
METCB,Ramaco Resources Inc Class B Common,Materials,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,8.633417129516602,8.939024925231934,Long,0.05,1138.282299254662,347.8679443769961,0.03539824279664367
LNKB,LINKBANCORP Inc Common,Financials,Closed,2025-01-07T00:00:00.000,2025-01-13T00:00:00.000,7.127995491027832,6.893006324768066,Long,0.05,1405.980868482394,-330.3902720618589,-0.0329670756042918
LCUT,Lifetime Brands Inc Common,Consumer Discretionary,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,5.329693794250488,5.476922988891602,Long,0.05,1843.8706387245168,271.47158916180706,0.027624325209816065
HQI,Hirequest Inc Common,Industrials,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,12.57391357421875,12.90063762664795,Long,0.05,781.5598415405312,255.35439864404543,0.02598427693181435
EEX,Emerald Holding Inc Common,Communication Services,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,4.577672004699707,4.657111167907715,Long,0.05,2146.7824454267347,170.5386010543407,0.017353616232541558
DLHC,DLH Holdings Corp Common,Industrials,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,7.46999979019165,7.659999847412109,Long,0.05,1315.5644145417857,249.95731404013895,0.02543508200226929
CSTE,Caesarstone Ltd Common,Industrials,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,4.010000228881836,4.110000133514404,Long,0.05,2450.6896108958613,245.068727373613,0.024937630654563094
ATLO,Ames National Corp Common,Financials,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,15.75416088104248,16.40936279296875,Long,0.05,623.788596220077,408.7074808811976,0.04158913425307821
AFRI,Forafric Global PLC Common,Consumer Staples,Closed,2025-01-10T00:00:00.000,2025-01-13T00:00:00.000,9.850000381469727,9.930000305175781,Long,0.05,997.691930966647,79.81527835947782,0.00812181935104834
SMPL,Simply Good Foods Co Common,Consumer Staples,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,35.84000015258789,34.36000061035156,Long,0.05,278.4410551217358,-412.09263411997017,-0.04129462990890823
POOL,Pool Corp Common,Consumer Discretionary,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,322.34637451171875,323.9442443847656,Long,0.05,30.958398316612527,49.46749198789985,0.004956996570745585
PECO,Phillips Edison & Co Inc Common,Real Estate,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,35.97348403930664,34.951290130615234,Long,0.05,277.40786650372183,-283.56463136318416,-0.02841520458720382
NLOP,Net Lease Office Properties Common,Real Estate,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,29.0,29.299999237060547,Long,0.05,344.11473993274984,103.23415944111366,0.010344801277949912
NKSH,National Bankshares Inc Common,Financials,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,26.624618530273438,25.817516326904297,Long,0.05,374.81579113341223,-302.514650881325,-0.0303141321048949
MORN,Morningstar Inc Common,Financials,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,321.8557434082031,315.42584228515625,Long,0.05,31.0055907419156,-199.3628827321736,-0.019977587023798794
MFIN,Medallion Financial Corp Common,Financials,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,8.920554161071777,8.803564071655273,Long,0.05,1118.689184310805,-130.87554770179668,-0.01311466611872997
MBCN,Middlefield Banc Corp Common,Financials,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,25.29910659790039,24.294626235961914,Long,0.05,394.4537495595969,-396.22104512561236,-0.039704183151741734
KIM,Kimco Realty Common,Real Estate,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,21.52179718017578,21.15073013305664,Long,0.05,463.68467161478185,-172.058101890505,-0.017241452654378594
ITW,Illinois Tool Works Inc Common,Industrials,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,244.61483764648438,241.93760681152344,Long,0.05,40.79608397456167,-109.22053396235242,-0.010944678829458647
HST,Host Hotels & Resorts Inc Common,Real Estate,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,16.510086059570312,16.626903533935547,Long,0.05,604.4382459330116,70.60894929964707,0.007075521832154222
ESSA,ESSA Bancorp Inc Common,Financials,Closed,2025-01-06T00:00:00.000,2025-01-10T00:00:00.000,18.816993713378906,18.669368743896484,Long,0.05,536.7807469885377,-79.24224139293437,-0.007845300462499497
DTI,Drilling Tools International Corp Common,Energy,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,3.3299999237060547,3.2899999618530273,Long,0.05,2996.7951011072273,-119.87168972562904,-0.01201200083167283
AVDX,Avidxchange Holdings Inc Common,Financials,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,9.800000190734863,9.630000114440918,Long,0.05,1018.2987003902737,-173.1108567563715,-0.017346946222987502
APLE,Apple Hospitality Common,Real Estate,Closed,2025-01-08T00:00:00.000,2025-01-10T00:00:00.000,14.018195152282715,14.047098159790039,Long,0.05,711.8839015752122,20.575585751572362,0.002061820883027065
VGAS,Verde Clean Fuels Inc Class A Common,Energy,Closed,2025-01-06T00:00:00.000,2025-01-08T00:00:00.000,3.880000114440918,3.7300000190734863,Long,0.018701831744938308,973.7098714335935,-146.05657357524842,-0.038659817253393416
TWIN,Twin Disc Inc Common,Industrials,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,11.01502513885498,11.005119323730469,Long,0.05,909.8322668063993,-9.012630229299248,-0.0008993002739112255
TRAK,Repositrak Inc Common,Information Technology,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,21.16200065612793,21.181962966918945,Long,0.01799731794967689,170.46212135548848,3.4028178445937556,0.0009433092416634612
STRS,Stratus Properties Inc Common,Real Estate,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,19.200000762939453,19.899999618530273,Long,0.05,521.9700464990811,365.3784352020448,0.03645827227996705
QRHC,Quest Resource Holding Corp Common,Industrials,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,6.150000095367432,6.039999961853027,Long,0.05,1629.5650627002383,-179.2523744674345,-0.01788620029408831
PVBC,Provident Bancorp Inc (Maryland) Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-08T00:00:00.000,11.149999618530273,10.84000015258789,Long,0.05,910.7142900090264,-282.3209435288936,-0.027802643636614235
NL,NL Industries Inc Common,Industrials,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,7.2891645431518555,7.357378959655762,Long,0.009301147378247901,255.76175014006816,17.446638549822637,0.009358331273780005
MYFW,First Western Financial Inc Common,Financials,Closed,2025-01-06T00:00:00.000,2025-01-08T00:00:00.000,18.68000030517578,18.440000534057617,Long,0.05,540.717332790809,-129.77203610941797,-0.012847953276085613
MPX,Marine Products Corp Common,Consumer Discretionary,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,8.754127502441406,8.744433403015137,Long,0.05,1144.8114376011715,-11.09791590043642,-0.001107374712507451
HQI,Hirequest Inc Common,Industrials,Closed,2025-01-06T00:00:00.000,2025-01-08T00:00:00.000,13.177858352661133,13.029346466064453,Long,0.05,766.4826613883306,-113.83178608642447,-0.011269804441833947
HFFG,Hf Foods Group Inc Common,Consumer Staples,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,3.0199999809265137,3.0399999618530273,Long,0.011425179310751585,758.2857728080572,15.165700993007704,0.006622510282393335
FSTR,L B Foster Co Common,Industrials,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,26.459999084472656,26.200000762939453,Long,0.03850635511119403,291.6885690631668,-75.83853836684466,-0.009826089589163079
FRST,Primis Financial Corp Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-08T00:00:00.000,11.208890914916992,10.787208557128906,Long,0.05,905.9294147181832,-382.01445158794377,-0.03762034629375356
CSTE,Caesarstone Ltd Common,Industrials,Closed,2025-01-03T00:00:00.000,2025-01-08T00:00:00.000,4.400000095367432,4.159999847412109,Long,0.05,2328.5947844732846,-558.8633256610574,-0.05454550971669469
BWFG,Bankwell Financial Group Inc Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-08T00:00:00.000,29.93395042419434,28.382917404174805,Long,0.05,339.22899725200625,-526.155376085977,-0.051815179688608645
BPRN,Princeton Bancorp Inc Common,Financials,Closed,2025-01-06T00:00:00.000,2025-01-08T00:00:00.000,32.71194076538086,32.447025299072266,Long,0.05,308.7740961011901,-81.79903365266,-0.008098433174865317
ARL,American Realty Investors Inc Common,Real Estate,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,14.420000076293945,13.850000381469727,Long,0.05,694.9948153945911,-396.14683267933106,-0.039528411359808606
AFRI,Forafric Global PLC Common,Consumer Staples,Closed,2025-01-07T00:00:00.000,2025-01-08T00:00:00.000,10.0,10.020000457763672,Long,0.05,1002.18252910139,20.044109344782555,0.002000045776367222
VALU,Value Line Inc Common,Financials,Closed,2025-01-06T00:00:00.000,2025-01-07T00:00:00.000,50.0605583190918,49.34160232543945,Long,0.05,201.76762466698338,-145.0620430793242,-0.014361725434016039
VABK,Virginia National Bankshares Corp Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-07T00:00:00.000,36.14619445800781,34.68385696411133,Long,0.05,280.92760907341096,-410.8109758187438,-0.04045619506626987
SWKH,SWK Holdings Corp Common,Financials,Closed,2025-01-06T00:00:00.000,2025-01-07T00:00:00.000,12.519678115844727,12.788917541503906,Long,0.05,806.777925764958,217.21642536746185,0.02150529935098207
STRW,Strawberry Fields Reit Inc Common,Real Estate,Closed,2025-01-06T00:00:00.000,2025-01-07T00:00:00.000,10.03077220916748,10.616226196289062,Long,0.019402807738416405,390.7575501103828,228.77056570998502,0.05836579426921038
RSVR,Reservoir Media Inc Common,Communication Services,Closed,2025-01-02T00:00:00.000,2025-01-07T00:00:00.000,8.539999961853027,8.220000267028809,Long,0.05,1189.0473104858627,-380.49477648703396,-0.037470690427823417
RGCO,RGC Resources Inc Common,Utilities,Closed,2025-01-06T00:00:00.000,2025-01-07T00:00:00.000,19.137100219726562,18.990041732788086,Long,0.05,527.8020089550677,-77.61776484002075,-0.007684470753144138
PLBC,Plumas Bancorp Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-07T00:00:00.000,45.41603088378906,43.64004135131836,Long,0.05,223.58765811512777,-397.0893404021044,-0.03910490410346772
NODK,NI Holdings Inc Common,Financials,Closed,2025-01-06T00:00:00.000,2025-01-07T00:00:00.000,15.329999923706053,15.119999885559082,Long,0.040943059650369595,539.5296385771503,-113.30124468262329,-0.01369863269354822
MLP,Maui Land & Pineapple Company Inc Common,Real Estate,Closed,2025-01-03T00:00:00.000,2025-01-07T00:00:00.000,20.969999313354492,19.93000030517578,Long,0.05,488.5940681566751,-508.1373462849442,-0.0495946133635017
LCNB,LCNB Corp Common,Financials,Closed,2025-01-06T00:00:00.000,2025-01-07T00:00:00.000,14.15500259399414,14.300629615783691,Long,0.05,713.5710413667995,103.9152255895151,0.010288025086716612
KFS,Kingsway Financial Services Inc Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-07T00:00:00.000,8.210000038146973,8.020000457763672,Long,0.05,1236.8409182714952,-234.9992554724813,-0.02314245791723346
EML,Eastern Company Common,Industrials,Closed,2025-01-06T00:00:00.000,2025-01-07T00:00:00.000,25.839414596557617,25.779922485351562,Long,0.020952300866275433,163.8046466682359,-9.745084255655456,-0.002302378445291172
UVE,Universal Insurance Holdings Inc Common,Financials,Closed,2025-01-03T00:00:00.000,2025-01-06T00:00:00.000,19.707015991210938,19.40125274658203,Long,0.05,519.9070868123338,-158.9684777693019,-0.015515451185774298
TCI,Transcontinental Realty Investors Inc Common,Real Estate,Closed,2025-01-03T00:00:00.000,2025-01-06T00:00:00.000,29.52000045776367,29.459999084472656,Long,0.05,347.0805255716023,-20.825308176863473,-0.002032566814382791
PEBK,Peoples Bancorp of North Carolina Inc Common,Financials,Closed,2025-01-03T00:00:00.000,2025-01-06T00:00:00.000,29.852251052856445,30.19515609741211,Long,0.05,343.21757697981616,117.69103852655098,0.01148673994294487
NKSH,National Bankshares Inc Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-06T00:00:00.000,27.169170379638672,27.285858154296875,Long,0.05,373.74950520391116,43.6119980418498,0.004294859689409382
MCBS,Metrocity Bankshares Inc Common,Financials,Closed,2025-01-03T00:00:00.000,2025-01-06T00:00:00.000,31.378395080566403,30.964874267578125,Long,0.04843612455040413,316.31170448205074,-130.80147319512616,-0.013178520186470147
MBCN,Middlefield Banc Corp Common,Financials,Closed,2025-01-03T00:00:00.000,2025-01-06T00:00:00.000,27.002782821655273,27.081565856933594,Long,0.05,379.4356063752723,29.893088762913976,0.0029175894869301845
LINC,Lincoln Educational Services Corp Common,Consumer Discretionary,Closed,2025-01-03T00:00:00.000,2025-01-06T00:00:00.000,15.399999618530273,14.819999694824219,Long,0.05,665.3128264643674,-385.88138858999264,-0.037662333641110046
ACVA,ACV Auctions Inc Class A Common,Industrials,Closed,2025-01-03T00:00:00.000,2025-01-06T00:00:00.000,21.020000457763672,21.110000610351562,Long,0.05,487.4318292400557,43.86893900779978,0.004281643702564696
PBFS,Pioneer Bancorp Inc Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,11.3100004196167,11.40999984741211,Long,0.05,897.8305578643693,89.78254204367113,0.008841682058823436
OVLY,Oak Valley Bancorp Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,27.20086669921875,27.18109703063965,Long,0.05,373.3139865900804,-7.380293790829455,-0.0007268028918972075
NL,NL Industries Inc Common,Industrials,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,7.464571952819823,7.5425310134887695,Long,0.05,1360.3544919082403,106.05195836594794,0.010443875571391106
MPX,Marine Products Corp Common,Consumer Discretionary,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,8.754127502441406,8.870461463928223,Long,0.05,1159.962998409467,134.94309078309925,0.013289041249898709
LCUT,Lifetime Brands Inc Common,Consumer Discretionary,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,5.545629978179932,5.702674388885498,Long,0.037206202812938294,1362.5468991383584,213.98037483387998,0.028318588027596445
ISTR,Investar Holding Corp Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,20.99769401550293,20.98780632019043,Long,0.05,483.59900752404104,-4.781679639825597,-0.00047089434226447725
III,Information Services Group Inc Common,Information Technology,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,3.1800100803375244,3.228933334350586,Long,0.05,3193.217546377376,156.22259314038456,0.015384622305306832
HBIO,Harvard Bioscience Inc Common,Health Care,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,2.0299999713897705,2.140000104904175,Long,0.011687611594909025,1169.2751989926135,128.6204280042689,0.05418725865256847
FDBC,Fidelity D&D Bancorp Inc Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,46.10695266723633,46.725643157958984,Long,0.05,220.2371529404174,136.25863222806765,0.013418594266853365
ESSA,ESSA Bancorp Inc Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,18.8366756439209,19.289384841918945,Long,0.05,539.0794096657831,244.0462072070568,0.02403339137732339
CZFS,Citizens Financial Services Inc Common,Financials,Closed,2024-12-31T00:00:00.000,2025-01-03T00:00:00.000,62.24108886718749,61.641387939453125,Long,0.05,159.2884631238088,-95.52543911273096,-0.009635129118869384
CPSS,Consumer Portfolio Services Inc Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,10.649999618530273,10.979999542236328,Long,0.05,953.4708309775558,314.645301478542,0.030985909439083675
COFS,ChoiceOne Financial Services Inc Common,Financials,Closed,2025-01-02T00:00:00.000,2025-01-03T00:00:00.000,33.97446823120117,34.425628662109375,Long,0.05,298.88514860889404,134.8451524384509,0.013279396393726927
VMEO,Vimeo Inc Common,Communication Services,Closed,2024-12-31T00:00:00.000,2025-01-02T00:00:00.000,6.400000095367432,6.480000019073486,Long,0.05,1549.1073814175484,123.92847232588974,0.012499987892806682
UUUU,Energy Fuels Inc Common,Energy,Closed,2024-12-30T00:00:00.000,2025-01-02T00:00:00.000,5.110000133514404,5.679999828338623,Long,0.03233011366811722,1234.0403996441696,703.4026511979337,0.11154592562255009
UEC,Uranium Energy Corp Common,Energy,Closed,2024-12-31T00:00:00.000,2025-01-02T00:00:00.000,6.690000057220459,7.619999885559082,Long,0.05,1481.9562487307153,1378.2190569249142,0.13901342606639916
STNE,StoneCo Ltd Class A Common,Financials,Closed,2024-12-30T00:00:00.000,2025-01-02T00:00:00.000,7.880000114440918,8.100000381469727,Long,0.01788692330457134,442.74379030376195,97.40375209217427,0.0279188152073291
SLND,Southland Holdings Inc Common,Industrials,Closed,2024-12-31T00:00:00.000,2025-01-02T00:00:00.000,3.25,3.369999885559082,Long,0.05,3050.5499657866776,366.0656467866629,0.03692304171048678
OVID,Ovid Therapeutics Inc Common,Health Care,Closed,2024-12-31T00:00:00.000,2025-01-02T00:00:00.000,0.9337000250816344,0.9580000042915344,Long,0.05,10618.279021616054,258.02395947018704,0.026025467020604813
